location,created_at,screen_name,description,user_id,tweets_per_user,sarcasm,disease,timezone,text,posted_by,query,coordinate,tweet_id,talk_about
"London, United Kingdom.",2016-04-22 11:49:29,DrOlufunmilayo,Medical doctor. Licensed in the United Kingdom & in Nigeria. Future Brain Surgeon. #RealMadrid IG: drharveyolufunmilayo BBM: 79C8CC35 Whatsapp: +2348154387853,553581707.0,3.0,,Asthma,None,"@funmifufd Asthma symptoms are chest tightness, wheezing &amp; shortness of breath. Go to a hospital for tests. It has no cure, only management.",individual,asthma,None,7.23478832536232e+17,knows
Staring longingly at the peach pass lane.,2016-04-23 03:02:24,ashuhhleeee_,Don't @ me till you twitpic me that degree... If it exists.,124628343.0,1.0,,Asthma,Eastern Time (US & Canada),@KiAgainstDworld  ain't you got an inhaler?! Don't do this!!,individual,Inhaler,,7.237085748667802e+17,knows
"Fishers, IN",2016-04-08 03:41:06,Cheshi3r,Continuously growing.Perspective is everything. 5K Runner . Nupe. #LakerNation #PleaseFloydPutMeOnJFCE.,3838605081.0,2.0,,Asthma,,@JustJuicy88 prolly need a new inhaler,individual,Inhaler,,7.182824963208724e+17,knows
somewhere bettering my life,2016-04-08 04:01:51,torielimani,Breathe. You can. You are strong. Just breathe. One step at a time. -L.T-W  1/3 of TTJ,2299187198.0,1.0,,Asthma,,angeleau offered me SOME of his inhaler  how does that work?,individual,Inhaler,,7.182877154611487e+17,knows
[[Stalia. | #Apnea.]],2016-04-10 00:50:01,Stilessaurus,"You put the 'ass' in Jurassic, @LiteralTendency. Sorry, I didn't have any pick up lines for coyotes.",3710788277.0,1.0,,Asthma,Pacific Time (US & Canada),"--- one. No inhaler was needed, though. So after a moment, I sunk slightly back against @LiteralTendency and let her lead me away. I was ---",individual,Inhaler,,7.189642143297004e+17,knows
ph,2016-04-10 15:31:22,mpcdsx,paranoia  introvert  snapchat: mpcdsx,588874150.0,1.0,,Asthma,Beijing,"@rootxann aw, inhaler be",individual,Inhaler,,7.191860153871688e+17,knows
"Conroe, TX",2016-04-11 04:43:44,princesse_peche,"Ooh, did I win?",4651835624.0,2.0,,Asthma,Pacific Time (US & Canada),"@murkyocean in the middle of the dust bath he's just wheezing and reaching for his inhaler ,, calling his mom omg",individual,Inhaler,,7.193854221203988e+17,knows
,2016-04-11 19:09:03,estela_mendiola,Mami | Dante is all the chocolate i need,2944789254.0,1.0,,Asthma,,Dante just handed me his inhaler because he said i have that assma,individual,Inhaler,,7.19603183220183e+17,knows
100 Acre Woods,2016-04-11 20:10:34,Pope_II,,2859181476.0,1.0,,Asthma,None,@GabbyMarieoxo you have severe asthma tho,individual,asthma,None,7.19618667248427e+17,knows
Beyonce's pussy,2016-04-12 02:31:18,JamilSlays,On a scale of 1 to Pretzel how salty do I make you?,2475992341.0,1.0,,Asthma,Atlantic Time (Canada),Nah u dont need to chill this is a fact Kelly cant even sing a verse without needing an inhaler   https://t.co/jXncbstFxM,individual,Inhaler,,7.19714481840984e+17,knows
,2016-04-12 03:27:57,667Nobody,love cimorelli so much and i like skateboarding,4286970012.0,1.0,,Asthma,None,"ugh i think i might have  PTB (Pulmonary Tuberculosis),pneumonia or asthma AGAIN its either the 3",individual,asthma,None,7.197287390015775e+17,knows
Zirry's anal cavity,2016-04-12 16:22:45,ZiamsMainHoe,,50070219.0,1.0,,Asthma,Quito,@theloveulost I need my inhaler,individual,Inhaler,,7.199237214153236e+17,knows
south jerz,2016-04-12 20:20:05,ashhbradley,a free spirit with a wild heart,236278227.0,1.0,,Asthma,Central Time (US & Canada),Max is about to have an asthma attack and Lana just rolls in the grass,individual,asthma,None,7.199834473144689e+17,knows
,2016-04-13 02:19:53,hoIyalessia,I know all about Dinahs embarrassing moments,2728688695.0,1.0,,Asthma,Mountain Time (US & Canada),@TheRealJonHutch you need your inhaler ?,individual,Inhaler,,7.20073995425452e+17,knows
"Under the Hill, The Shire",2016-04-13 16:09:19,ElanorOfBagEnd,"Gardening, writing, teaching, working at a library somewhere in Middle Earth. Better read than you, possibly. Blocking all bad eggs.",2750667330.0,1.0,,Asthma,Eastern Time (US & Canada),@MrBillBuster Your asthma is much more interesting and dramatic than my asthma.,individual,asthma,None,7.202827293931684e+17,knows
Bradford. Yorkshire UK,2016-04-13 16:19:12,abbeylinegold,Happily married to @LindaLawn #CWU member. Play Harmonica. Strum guitar (badly). Hobby soap maker. Love #Whitby. I speak out against injustice & hypocrisy.,569915255.0,1.0,,Asthma,London,@Tony___46 @georgegalloway Cheers Tony. I agree with the asthma angle but logistically it will lead to trucks rumbling past people's houses,individual,asthma,None,7.202852168714895e+17,knows
Ca,2016-04-14 04:57:03,XCarpenter07,Pissed off for greatness,296137688.0,1.0,,Asthma,Pacific Time (US & Canada),RT @TheOnlyReed: MY NIGGA I NEED MY ASHTMA PUMP AND I DONT HAVE ASTHMA!,individual,asthma,None,7.204759353891308e+17,knows
,2016-04-14 15:32:32,DudeDiogenes,"Apostasy Philosophy, wrestling with everything",4135959453.0,2.0,,Asthma,Pacific Time (US & Canada),"You know how I have asthma? It was actually a mistake, I have trans-lungs that were meant to work, so treat me as if I can breathe fine",individual,asthma,None,7.206358608620216e+17,knows
drowning in fangirl tears,2016-04-15 00:55:41,Crxzyscience,I hate yoga.,4093154170.0,1.0,,Asthma,Pacific Time (US & Canada),@joshvokey IS DENISE OK? I'M VERY WORRIED ABOUT HER FELINE ASTHMA #AskOB,individual,asthma,None,7.207775836300943e+17,knows
The truth is out there !,2016-04-15 04:32:20,OhSoBellamy,You gotta love yourself through the pain.  @BellamyYoung | @LanaParrilla - 3/6/16 |Adele| Gillian Anderson | Gabisyn | HMG 5/21/15 |WAAL|,1059938622.0,1.0,,Asthma,Mountain Time (US & Canada),@ManuAlcalaS @_overacliff_ I'm struggling to breathe. where's my inhaler,individual,Inhaler,,7.208321046788178e+17,knows
dental floss bush,2016-04-15 17:38:25,Kake_Jinsch,"I'm the lead bassist, and guitarist of the Topeka high jazz band. R&fnR",468834082.0,1.0,,Asthma,None,@_reikoholmess_  You might not believe this little fella but it'll cure your asthma too,individual,asthma,None,7.210299274583081e+17,knows
202,2016-04-15 21:53:57,chiefryann,New Twitter  You Can Never Be Me!,3036072712.0,1.0,,Asthma,None,I can't chase you I got asthma,individual,asthma,None,7.210942341960745e+17,knows
,2016-04-15 22:57:24,BaileyDerrick2,,1240746872.0,221.0,,Asthma,Kuwait,Is i myself magisterial that an nebulizer historically remain fda magisterial prior to khu reach yourselves?: xsQjd,individual,Nebulizer,None,7.211102003551314e+17,knows
Bharat,2016-04-16 05:36:33,BRoopak,#swamsevak...,3710226090.0,1.0,,Asthma,Pacific Time (US & Canada),@ArvindKejriwal heard tht u need whole cylinder behind ur inhaler like deep divers?? Plz sir TC F ur rotten disease. https://t.co/XTC35eY5bU,individual,Inhaler,,7.212106535417078e+17,knows
"Kent, UK",2016-04-16 07:10:04,MsTKIndeed,,1111814293.0,1.0,,Asthma,London,"@stjohngsy @SteveJByrne And if they don't have inhaler, run to nearest chemist, buy Expectorant cough mixture which gives temporary relief",individual,Inhaler,,7.212341867707146e+17,knows
,2016-04-16 09:35:36,KittenMiguel,"Fashion show in Gotham, I need another costume",1591241738.0,1.0,,Asthma,,"@samnthv I remember mid party you needed to go get your inhaler because your breathing got out of hand, wild",individual,Inhaler,,7.212708105229804e+17,knows
"London, unfortunately",2016-04-16 10:54:44,coconotsochanel,making melancholy cute and funny since 1994 no dairy  no meat,2153154749.0,3.0,,Asthma,None,when people say it's ok just breathe in a half arsed effort to 'calm you down' um no babe I've got asthma too can barely breathe normally,individual,asthma,None,7.21290725032403e+17,knows
,2016-04-18 00:57:29,andreamunguia16,,2287101900.0,1.0,,Asthma,,Does she have asthma attacks? No she just came running into the locker room looking for an inhaler  THATS AN ASTHMA ATTACK @arod249,individual,Inhaler,,7.21865199028822e+17,knows
,2016-04-18 21:04:51,xbandsturbatex,"if school hasn't made you consider being a stripper once or twice,you're a liar or very lucky",3202938814.0,1.0,,Asthma,,@EthanDolan thanks  I got time to grab my inhaler,individual,Inhaler,,7.22169040681218e+17,knows
"Massachusetts, USA",2016-04-19 03:27:56,skeletonbonah,feel it deep in ur skeleton bones,3747498671.0,1.0,,Asthma,Pacific Time (US & Canada),@shrnkngcities @youngmrclean 3 inhaler puffs before a bleep to be safe,individual,Inhaler,,7.222654486543073e+17,knows
Upstate NY,2016-04-19 12:27:05,BrittanyHoch,,473471682.0,1.0,,Asthma,Eastern Time (US & Canada),I love when Nadia hides my inhaler  #badkitty #icantbreathe,individual,Inhaler,,7.224011275101143e+17,knows
where ever the beat is,2016-04-19 20:27:29,__Jaye_,just a lil lost,123973269.0,1.0,,Asthma,Pacific Time (US & Canada),@gilbertteeee I feel it lol I have a friend who gets short breathe cuz he smokes a lot an he got an inhaler lol I probably need one too lol,individual,Inhaler,,7.225220254833254e+17,knows
California,2016-04-19 21:54:21,Rebeccagomez,Un paso a la vez. 23 y con canas.,23872944.0,1.0,,Asthma,Pacific Time (US & Canada),my tl is making me reach for my inhaler rn they about to call a code blue on my ass for dying from laughter,individual,Inhaler,,7.225438880454533e+17,knows
,2016-04-21 16:06:22,hanisnadiahamza,SBN-KL|PHYSIOTHERAPY|96,417641197.0,1.0,,Asthma,Kuala Lumpur,Wehh i need inhaler he's so hot,individual,Inhaler,,7.231810879506678e+17,knows
,2016-04-22 05:18:38,Tokiio_RCG,#RICKROSS Devil is a lie Freestyle  https://t.co/SVWwEoooDo @DramaBeats #SPONSORTOKIIO RT FOR SUPPORT #YOUN&RECKLESS,589579688.0,1.0,,Asthma,,She should've knocked that inhaler out her hand..   https://t.co/HG4uQjKfVh,individual,Inhaler,,7.233804709063926e+17,knows
Kansas,2016-04-22 14:26:52,sarahschaefer6,Wild child w/ a rebel soul musical.ly- sarahlizzz twitter- sarahschaefer6 andover soccer #24 Stressed&Depressed  |-/,3116250897.0,1.0,,Asthma,None,does anyone have asthma and wanna give me an inhaler?  lance give me mouth to mouth,individual,asthma,None,7.235184391013335e+17,knows
DENVER,2016-04-22 22:02:42,FutureSingleDad,\_()_/,291404704.0,2.0,,Asthma,Mountain Time (US & Canada),@moralyssa I'll bring you your inhaler https://t.co/mMwdpDwzhk,individual,Inhaler,,7.236331504594166e+17,knows
Gomorrah City,2016-04-12 17:09:20,NewGoldDreamer0,Stand-in for Batman,3297670613.0,1.0,,Asthma,London,@CatherineAD Have you tried a Vicks inhaler up each nostril?,individual,Inhaler,,7.199354429305487e+17,knows
Second Star to the Right,2016-04-17 07:55:44,Az_Allyn,The whistle makes me their God. Dope as soap on a rope.,588718715.0,1.0,,Asthma,Alaska,@morikinz I know this isn't it but I imagined a tiny inhaler and a lot of struggling.,individual,Inhaler,,7.216080674611569e+17,knows
,2016-04-18 09:04:56,mwotho,Ngiyajola. I sleep naked.,2442226341.0,3.0,,Asthma,,Do you have an inhaler @NeoLisa_?,individual,Inhaler,,7.219878679128801e+17,knows
,2016-04-12 07:32:31,duggu_2301,,,14.0,,Asthma,None,"RT @sonusachdeva07: This mobile hospital is well fitted with the facilities of X-ray, ECG, Nebulizer, Autoclave Lab, #HealthCareByMSG",individual,Nebulizer,None,7.197902835341271e+17,
United States,2016-04-12 15:10:05,mnt_asthma,"The latest asthma and respiratory news published daily. Articles from research centers, universities and prestigious journals.",78075359.0,7.0,,Asthma,Pacific Time (US & Canada),Decrease in air pollution and respiratory symptoms in California https://t.co/hWpvAnaNlF https://t.co/C6NbJ96u7v,individual,asthma,None,7.199054332766659e+17,
,2016-04-13 16:50:18,jujus__beans,"JULISSA | CLT, NC | snap: jujus_beans",3424591953.0,1.0,,Asthma,,RT @ReignOfApril: HAND. ME. MY. INHALER. I. AM. ON. THE. FLOOR. https://t.co/igCmOUhY2k,individual,Inhaler,,7.202930433964155e+17,
,2016-04-14 19:19:58,PracPlaybook,The Practical Playbook is a space where public health and primary care can connect to improve population health. RTs = endorsement.,2242675045.0,1.0,,Asthma,Pacific Time (US & Canada),RT @BUILD_Health: Healthy Homes Des Moines is uniting community partners to help fight childhood asthma: https://t.co/HFcQcgYRzO https://t....,individual,asthma,None,7.206930935955251e+17,
,2016-04-08 12:20:38,parkinsons_life,"The online lifestyle magazine for the international Parkinson's community, brought to you by @euparkinsons.  Subscribe to our free newsletter!",3118601597.0,3.0,,Asthma,,New #levodopa inhaler trialled by Dr Eric Farbman at University of Nevada School of Medicine https://t.co/0piEPvzWqD https://t.co/RHJcHrR3NJ,organization,Inhaler,,7.184132413203702e+17,
"Vancouver, British Columbia",2016-04-09 05:35:12,DrMoyerND,Discover the underlying causes of your symptoms and learn how to support your bodys natural ability to detoxify and heal via Dr. Moyer Vancouver Naturopath,171755405.0,1.0,,Asthma,Alaska,"If you have #insomnia b/w 3-5am, it may be coming from your Lungs. Try a diffuser/nebulizer from @SajeWellness https://t.co/UAogv0y5ho",organization,Nebulizer,None,7.186735960217805e+17,
California,2016-04-11 16:19:30,SuperCareHealth,"SuperCare Health is a comprehensive post-acute health care organization that provides innovative, industy-leading chronic respiratory care services.",2879709360.0,4.0,,Asthma,Pacific Time (US & Canada),"Search for COPD, IPF and Asthma Treatments Could Benefit from Immune System Suppression  https://t.co/OmuFaJrE7n via @lungdiseasenews",organization,asthma,None,7.19560518017491e+17,
Marco Island FL USA,2016-04-11 19:59:22,kellytechnology,Kelly Technology develops mobile apps for the iOS and Android platforms that enhance peoples' lifestyles and improve their productivity.,300979557.0,1.0,,Asthma,Eastern Time (US & Canada),Posted from #HealthNow - Underweight or Obese Women Who Drink and Smoke May Have Higher #Asthma Risk. https://t.co/dZj4nTCfXo,organization,asthma,None,7.196158467552666e+17,
,2016-04-11 20:56:23,money4affiliate,Social Media Affiliate Marketing. Sell Social Media Automation: http://t.co/gtw2V2vExO Scroll Down and Click Affiliate at Bottom of the Page. 40% commission.,553464506.0,1.0,,Asthma,None,#CNET: Harvard-made lung muscle could yield asthma insights. #Harvard: https://t.co/pRSbemK8H3,organization,asthma,None,7.196301981745234e+17,
,2016-04-12 04:05:36,DrIgnatia,Treasure the dailiness of living,575207335.0,1.0,,Asthma,Amsterdam,Easy Read resources for People with asthma who have learning difficulties  #selfcare https://t.co/MvbXgQiYFt via @asthmauk,organization,asthma,None,7.197382138002186e+17,
London,2016-04-12 07:32:16,allergymumscouk,"The website to go to for vegan and gluten free baking, great ideas about where to shop for 'allergy friendly' foods, restaurant reviews. Info@allergymums.co.uk",2250955502.0,2.0,,Asthma,Casablanca,Children are dying because doctors don't take asthma seriously enough https://t.co/v4TfFMzP60 Makes shocking reading.,organization,asthma,None,7.197902194369454e+17,
,2016-04-12 10:10:03,AsthmaEdu_SA,The National Asthma Education Programme (NAEP) is a non-profit organization that aims to educate South Africans asthma diagnosis and treatment,,38.0,,Asthma,None,"An asthma attack happens in your bodys airways, which are the pipes that carry air to your lungs #AsthmaAwareness",organization,asthma,None,7.198299283179889e+17,
,2016-04-12 10:55:13,blackmoldguide,"How to deal with toxic mold in the home. Health issues due to mold, finding mold, testing, removal, prevention.",2218312892.0,9.0,,Asthma,Eastern Time (US & Canada),Black mold in your home can cause asthma-like symptoms and sinus infections:  https://t.co/jYrXfxo2jt,organization,asthma,None,7.198412933761024e+17,
"Illinois, USA",2016-04-12 12:26:18,petrovdempski,Posta,22718464.0,1.0,,Asthma,Sydney,"Asthma inhalers given out almost as a 'fashion accessory', experts warn | Society | The Guardian https://t.co/Lw9yhcXgV5",organization,asthma,None,7.198642185189745e+17,
www.ersjournals.com,2016-04-12 13:03:17,ERSpublications,"Publisher of the European Respiratory Journal, European Respiratory Review, Breathe, European Respiratory Monograph, ERS Handbooks and European Lung White Book",424241621.0,5.0,,Asthma,Casablanca,ERR Clinical Year in Review: Asthma in childhood https://t.co/vpJnevS3vw,organization,asthma,None,7.198735251427082e+17,
,2016-04-12 13:05:06,asthma_papers,RSS feed for #asthma papers in #Pubmed. Create a feed of your own using instructions here:,2366030767.0,143.0,,Asthma,None,"Long-term prognosis of asthma, chronic obstructive pulmonary disease, and asthma-chronic obstructive pulmonary... https://t.co/As4Q6lD6gt",organization,asthma,None,7.198739814660833e+17,
Buenos Aires,2016-04-12 13:27:39,Aller_MD,"Allergist - Twittering on #allergy, #asthma & #immunology. Associate Professor of Immunology, del Salvador University, WAO website Chief Editor",23184067.0,36.0,,Asthma,Buenos Aires,Asthma in furniture and wood processing workers: a systematic review https://t.co/jAnmgUciVm,organization,asthma,None,7.198796569675162e+17,
,2016-04-12 17:10:50,sociomediaindi1,,4853170574.0,1.0,,Asthma,None,Asthma Got You Down? Feel Great By Using These Basic And Effective Tips https://t.co/VXarsFgAg3 #healthybreakfast,organization,asthma,None,7.199358210636513e+17,
Dayton Ohio,2016-04-12 19:11:48,AsthmaDayton,Daily updates of the Air Quality Alerts for Dayton Ohio.  For more information visit http://t.co/BFHXR1KVRg,153030532.0,4.0,,Asthma,None,Wednesday's Air Quality forecast is GOOD.  Children with asthma have no Air Quality Restrictions,organization,asthma,None,7.199662662287606e+17,
,2016-04-12 19:23:22,gent258,"David L. Cooper has taught English, composition, literature and African American history at Jefferson Community and Technical College for twenty-eight years.",41866150.0,1.0,,Asthma,None,What Causes Asthma? https://t.co/iEHxuwX3dn,organization,asthma,None,7.199691737707397e+17,
"North Dublin,Ireland",2016-04-13 09:49:08,DNWApartnership,Dublin North West Area Partnership work collectively to influence the regeneration of our communities,539341014.0,2.0,,Asthma,Dublin,Booking will close for this event soon.  The Asthma Society of Ireland are delivering a free five week peer... https://t.co/ncZueu7QUM,organization,asthma,None,7.20187053749715e+17,
"Bengaluru, Karnataka",2016-04-13 09:55:22,Bloodforsure,Blood For sure is a social app which helps people to find  blood donor  and blood banks nearby them during medical emergencies.,3240124346.0,1.0,,Asthma,None,First Aid for Asthma https://t.co/NG6XuEXBsc via @sharethis,organization,asthma,None,7.201886222097408e+17,
Bellevue,2016-04-13 12:30:27,OrganicNoGluten,"My name is Maria and I love jugging, hiking and being active. Love to bring u latest info on #health and #nutrition.",1931671837.0,14.0,,Asthma,Tijuana,"Info: Studies show dietary #alfalfa could improve #cholesterol, #asthma, #osteoarthritis, #diabetes n upset stomac... https://t.co/JsAMyCtNmI",organization,asthma,None,7.202276497303224e+17,
Southern California,2016-04-13 13:39:09,Live_Joy_Fully,"#Speaker, #Author and #Radio Show Host - Lessons in Joyful Living. Join me http://t.co/jNnJKhMKN9",74668871.0,9.0,,Asthma,Pacific Time (US & Canada),Parent Nation TalkRadio Living with asthma as a child? How to deal. Live Now: https://t.co/w4VF3bdAjx,organization,asthma,None,7.20244938210943e+17,
,2016-04-13 14:05:26,Smokefreemums,,4179150809.0,1.0,,Asthma,None,Smoking while pregnant increases risk of Stillbirth Meningitis ADHD and Asthma @Somerset_sfl #M2Bs can help you quit https://t.co/khBDfolTjR,organization,asthma,None,7.202515522675261e+17,
"Catalonia, Spain",2016-04-13 15:07:44,boblaporta,Tall black boy....a biochemist in the making....just take that bold step it sure will land u to the promise land..,334369975.0,1.0,,Asthma,None,Chemicals hiding in fast food can lead to asthma and autism https://t.co/bKMh43T5zP,organization,asthma,None,7.202672292882473e+17,
NY,2016-04-13 16:31:37,michelleegordon,"Founder, Northern Westchester Surgical Associates. Acute Care Surgeon, Host of #LifeMatters reality TV show, Founder, 5 Pillars Consulting. Opinions not advice!",83174816.0,1.0,,Asthma,Quito,https://t.co/Fo4M7YrWlA Interesting read. Does this apply to you or anyone in your family? #health #DrGHealth #asthma #healthcare #doctors,organization,asthma,None,7.202883431083622e+17,
"London, UK",2016-04-13 18:10:13,pulsetoday,"http://t.co/dlYpjlwsgO - Medical news, views, education and clinical information for GPs, nurses and other health professionals.  Tweets by @lalah_springer.",20502166.0,5.0,,Asthma,London,TOP story today: Confusion over #asthma diagnosis as 'gold-standard' guidelines contradict NICE https://t.co/iAZ1ahl8Tm #GPnews,organization,asthma,None,7.203131530584351e+17,
,2016-04-13 18:27:31,DPrescriptio,"Nurses, doctors, social workers, clinics, hospitals, learn how you can help your patients save on their prescription medication.",334438369.0,61.0,,Asthma,Central Time (US & Canada),"#asthma When Air Quality Improves, So Do Kids' Asthma Symptoms: Reductions in ambient a... https://t.co/b94sdZ3Zth https://t.co/y4mIG8AJvb",organization,asthma,None,7.203175072533299e+17,
Canada,2016-04-13 19:07:47,jamesgreid,13 & Young wild and free!,813064693.0,3.0,,Asthma,Beijing,New asthma biomarkers could ease detection https://t.co/N2Y24uUeNb,organization,asthma,None,7.203276408008294e+17,
"San Francisco, CA",2016-04-13 19:14:11,NutritionistGal,Bay Area Nutritionist San Francisco San Jose 49ers Oakland Raiders Health Non-GMO Avoid Food Chemicals Herbicides Pesticides Contaminants Sports Fitness Active,3267569120.0,3.0,,Asthma,Pacific Time (US & Canada),"New asthma biomarkers could ease detection - People with asthma have telltale molecules circulating in their blood, say researchers. This d...",organization,asthma,None,7.203292518414008e+17,
"Montreal, Quebec, Canada",2016-04-13 20:10:15,iWebContact,"#Branding, #WebMarketing, #Web & #Social #Strategy, #SEO, #Content #Writing and #Editing http://t.co/7d6yykGHwF",1574200574.0,1.0,,Asthma,Eastern Time (US & Canada),Discovery opens the door to better asthma detection and treatment   https://t.co/vcrnIwZ2Yt,organization,asthma,None,7.203433621512806e+17,
,2016-04-13 20:30:51,PsychiatryAdv,http://t.co/e9XiAdWcbm offers psychiatric healthcare professionals a comprehensive knowledge base of practical psychiatry information and resources.,2382577993.0,1.0,,Asthma,Atlantic Time (Canada),What is the relationship between #bipolar disorder and asthma? https://t.co/HnPdjhAZUL,organization,asthma,None,7.203485465793249e+17,
United States,2016-04-13 20:45:17,dailyRx,"Easy to understand, relevant, shareable health news. Newsletter https://t.co/SADLHfAGAj",197185320.0,9.0,,Asthma,Central Time (US & Canada),How #asthma and polycystic ovarian syndrome are linked #health #womenhealth https://t.co/gzeC5XolDI https://t.co/P5X1PIjErK,organization,asthma,None,7.203521789052969e+17,
Sacramento,2016-04-13 22:20:37,OEHHA,The Office of Environmental Health Hazard Assessment (OEHHA) is California's lead agency for assessment of health risks from environmental contaminants.,632307173.0,1.0,,Asthma,Hawaii,Good news! SoCal kids with asthma are less likely to have cold-like symptoms from air pollution than in the 90s. https://t.co/RrhWdCa14r,organization,asthma,None,7.203761702738698e+17,
"Houston,Texas",2016-04-13 23:05:23,EarthDayHouston,"Earth Day Houston, developed by Air Alliance Houston, is the Houston areas premier celebration of our planet!",1357694587.0,3.0,,Asthma,Central Time (US & Canada),Thank you to our returning Healthy Living Zone sponsor VItal Allergy and Asthma @AllergyHouston! #EarthDayHOU,organization,asthma,None,7.203874338297815e+17,
London,2016-04-14 02:07:08,NoMoreAsthma,Natural Approach To Curing Asthma,2466687799.0,105.0,,Asthma,Kyiv,Psychological stress may worsen #asthma symptoms - it is thought that stress alters the immune system.,organization,asthma,None,7.204331755797381e+17,
,2016-04-14 03:44:07,DahliaSinagaa,,1186430460.0,1.0,,Asthma,None,How To Prevent Asthma Naturally  Asthma is a lung disease which caused by difficulties of... https://t.co/lopjqbuw0Q https://t.co/zdgCeHC4zb,organization,asthma,None,7.204575797013832e+17,
,2016-04-14 04:31:34,BlountJuliet,,4716909700.0,2.0,,Asthma,None,#Asthma: Overdiagnosis in children sees inhalers dished out like 'fashion ... - https://t.co/T3nOPOa6sb,organization,asthma,None,7.204695207380992e+17,
United States,2016-04-14 07:25:34,JohnSulli45,"The difference in winning & losing is most often, not quitting.",4286695156.0,1.0,,Asthma,Pacific Time (US & Canada),13 Healthy Eating Ideas for Bronchial asthma Victims https://t.co/vZ2cb5KbaB https://t.co/WGMvBA7ZYK,organization,asthma,None,7.205133130383278e+17,
London,2016-04-14 08:07:18,NoMoreAsthma,Natural Approach To Curing Asthma,2466687799.0,105.0,,Asthma,Kyiv,It is estimated that 5-25% of #asthma cases in adults are work-related.,organization,asthma,None,7.205238115405947e+17,
"New York, USA",2016-04-14 09:28:26,NowPlayingLive1,#gameinsight #nowplaying #periscope #jobs #news #giveaways #buy #eBay,,32.0,,Asthma,None,#diet #weightloss Pregnancy Diet Tip: Salmon May Lessen Risk of Asthma in Babies:... https://t.co/dMlzsBPTbl https://t.co/0gt4GcaWFY #news,organization,asthma,None,7.20544229408301e+17,
,2016-04-14 10:12:07,asthma_papers,RSS feed for #asthma papers in #Pubmed. Create a feed of your own using instructions here:,2366030767.0,143.0,,Asthma,None,Maximizing acceptability and usefulness of an automated telephone intervention: Lessons from a developmental... https://t.co/QxJdJhUSTw,organization,asthma,None,7.205552234674995e+17,
,2016-04-14 10:45:04,asthma_papers,RSS feed for #asthma papers in #Pubmed. Create a feed of your own using instructions here:,2366030767.0,143.0,,Asthma,None,Nocturnal dry cough in the first 7 years of life is associated with asthma at school age. https://t.co/DuBLJcPXfh,organization,asthma,None,7.20563518794113e+17,
Tooting,2016-04-14 13:11:08,holly_py,"Journal Development Editor at @BioMedCentral for a cluster of Allergy and Respiratory journals. Travel, landscape and nature appreciator.  @sotonbiosci alumn",2209140956.0,2.0,,Asthma,London,#AACIJournal is still accepting submissions for #Asthma Genetics &amp; #Epigenetics series: https://t.co/C6dsuGBC3c https://t.co/4BE1RVmlP3,organization,asthma,None,7.206002776408801e+17,
Brockton  MA 02301 USA.,2016-04-14 13:29:42,earjames,,19040846.0,2.0,,Asthma,Eastern Time (US & Canada),"This Plant Can Cure Asthma, Diabetes, High Cholesterol and Kidney Diseases https://t.co/eiBUZ2vXtN",organization,asthma,None,7.206049486779884e+17,
Philadelphia area,2016-04-14 13:39:04,KentBottles,"Information Flaneur, Physician, reader of books, airplane traveler, speaker/writer/learner.  Wandering around the Internet and the world looking 4 spontaneity",17542265.0,2.0,,Asthma,Central Time (US & Canada),Are doctors overdiagnosing asthma? https://t.co/NUTQTa63JB via @statnews,organization,asthma,None,7.206073045639782e+17,
"Boston, MA",2016-04-14 15:18:26,Asthma3Ways,"Asthma researcher at Harvard Med School & HPHC, pediatrician at Boston Children's Hospital, #asthma mom. #Pharmacogenomics. My views@ http://t.co/y1G0dJwJgc.",1060596222.0,7.0,,Asthma,Eastern Time (US & Canada),Under development: Credit-Card Sized #Asthma #Inhaler https://t.co/DPzj0nhp93,organization,asthma,None,7.206323126150676e+17,
Pennsylvania,2016-04-14 15:20:18,PaAsthma,"A diverse, multi-disciplinary partnership of agencies, organizations and individuals in the Commonwealth concerned with asthma.",1359615852.0,6.0,,Asthma,Pacific Time (US & Canada),New asthma biomarkers could ease detection. Read more: https://t.co/J7D488jMcA,organization,asthma,None,7.206327831404667e+17,
,2016-04-14 16:25:24,drpshukla,A GP who strongly believes in OUR NHS. LMC member at Lancashire & Cumbria LMC .Tweets personal,3295951442.0,1.0,,Asthma,None,Patients benefit from asthma management plans @asthmauk @stuartberry1  https://t.co/Gccc2mypQI,organization,asthma,None,7.206491650894766e+17,
,2016-04-14 17:35:07,EHNKidsHealth,"Tweeting the best in children's health news, as aggregated by @EnvirHealthNews. Much more in our free archives: http://t.co/wQ4RRxjOPu",1357500344.0,2.0,,Asthma,None,"Kid's Health newsletter out now! #Zika, lead in water, some good news on asthma, artificial turf. Subscribe here: https://t.co/YyeGzIUTS1",organization,asthma,None,7.206667110668329e+17,
United States,2016-04-14 18:35:11,TeresaOstby22,Character develops itself in the stream of life.,4839607131.0,2.0,,Asthma,Pacific Time (US & Canada),Non-adherence to inhaled corticosteroids and the risk of asthma exacerbations in children - Dove Medical Press - https://t.co/uQssVeePZR,organization,Inhaled corticosteroids,None,7.206818235593605e+17,
